SSE for Kmeans,SSE for dbscan,Entropy for Kmeans,Entropy for Dbscan,Purity for Kmeans,Purity for Dbscan
624766168.617292,420888483.9538448,1.0537385752083546,0.2811661145312573,0.3464,0.5649
